date,hospital_padronizado,cidade,especialidade,tipo_alerta,count,year,month,day_of_week
2025-07-02,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,29,2025,7,Wednesday
2025-07-04,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,28,2025,7,Friday
2025-07-07,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,13,2025,7,Monday
2025-07-08,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,11,2025,7,Tuesday
2025-07-09,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,17,2025,7,Wednesday
2025-07-11,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,28,2025,7,Friday
2025-07-14,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,21,2025,7,Monday
2025-07-15,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Tuesday
2025-07-16,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,16,2025,7,Wednesday
2025-07-21,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,11,2025,7,Monday
2025-07-25,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,28,2025,7,Friday
2025-07-28,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,21,2025,7,Monday
2025-07-30,HOSPITAL ESTADUAL LEONARDO DA VINCI,Fortaleza,CIRURGIA GERAL,Pré 2 dias,27,2025,7,Wednesday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,133,2025,7,Tuesday
2025-07-02,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,144,2025,7,Wednesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,251,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,125,2025,7,Monday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,301,2025,7,Tuesday
2025-07-09,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,214,2025,7,Wednesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,393,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,132,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,315,2025,7,Tuesday
2025-07-16,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,181,2025,7,Wednesday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,277,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,283,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,139,2025,7,Monday
2025-07-30,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,318,2025,7,Wednesday
2025-07-31,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Agendamentos,171,2025,7,Thursday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,97,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,44,2025,7,Monday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,101,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,34,2025,7,Monday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,36,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,115,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,41,2025,7,Monday
2025-07-01,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,45,2025,7,Tuesday
2025-07-04,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,79,2025,7,Friday
2025-07-07,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,38,2025,7,Monday
2025-07-08,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,41,2025,7,Tuesday
2025-07-11,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,88,2025,7,Friday
2025-07-14,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,24,2025,7,Monday
2025-07-15,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,47,2025,7,Tuesday
2025-07-21,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,24,2025,7,Monday
2025-07-25,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,29,2025,7,Friday
2025-07-28,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,26,2025,7,Monday
2025-07-30,HOSPITAL GERAL FORTALEZA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,40,2025,7,Wednesday
2025-07-01,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,85,2025,7,Tuesday
2025-07-02,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,39,2025,7,Wednesday
2025-07-04,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,60,2025,7,Friday
2025-07-07,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,81,2025,7,Monday
2025-07-08,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,69,2025,7,Tuesday
2025-07-09,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,93,2025,7,Wednesday
2025-07-11,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,45,2025,7,Friday
2025-07-14,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,60,2025,7,Monday
2025-07-15,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,112,2025,7,Tuesday
2025-07-16,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,75,2025,7,Wednesday
2025-07-21,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,62,2025,7,Monday
2025-07-28,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,53,2025,7,Monday
2025-07-30,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,146,2025,7,Wednesday
2025-07-31,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Agendamentos,54,2025,7,Thursday
2025-07-01,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,3,2025,7,Tuesday
2025-07-04,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,76,2025,7,Friday
2025-07-07,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,6,2025,7,Monday
2025-07-08,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,4,2025,7,Tuesday
2025-07-11,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,49,2025,7,Friday
2025-07-14,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,6,2025,7,Monday
2025-07-15,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,7,2025,7,Tuesday
2025-07-21,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,3,2025,7,Monday
2025-07-28,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,4,2025,7,Monday
2025-07-30,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 10 dias,13,2025,7,Wednesday
2025-07-01,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Tuesday
2025-07-02,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,8,2025,7,Wednesday
2025-07-04,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,47,2025,7,Friday
2025-07-07,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,13,2025,7,Monday
2025-07-08,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,7,2025,7,Tuesday
2025-07-09,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,7,2025,7,Wednesday
2025-07-11,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,75,2025,7,Friday
2025-07-14,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,17,2025,7,Monday
2025-07-15,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,7,2025,7,Tuesday
2025-07-21,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,13,2025,7,Monday
2025-07-28,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,13,2025,7,Monday
2025-07-30,HOSPITAL GERAL WALDEMAR ALCANTARA,Fortaleza,CIRURGIA GERAL,Pré 2 dias,22,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,25,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,115,2025,7,Wednesday
2025-07-04,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,96,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,139,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,45,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,32,2025,7,Wednesday
2025-07-11,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,117,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,117,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,60,2025,7,Tuesday
2025-07-16,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,16,2025,7,Wednesday
2025-07-21,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,50,2025,7,Monday
2025-07-25,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,39,2025,7,Friday
2025-07-28,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,101,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,50,2025,7,Wednesday
2025-07-31,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Agendamentos,84,2025,7,Thursday
2025-07-04,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 10 dias,40,2025,7,Friday
2025-07-11,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 10 dias,35,2025,7,Friday
2025-07-25,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 10 dias,47,2025,7,Friday
2025-07-28,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 10 dias,12,2025,7,Monday
2025-07-01,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,11,2025,7,Tuesday
2025-07-04,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,18,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,11,2025,7,Tuesday
2025-07-11,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,31,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Monday
2025-07-21,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,25,2025,7,Monday
2025-07-25,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,47,2025,7,Friday
2025-07-28,HOSPITAL REGIONAL DO CARIRI,Juazeiro do Norte,CIRURGIA GERAL,Pré 2 dias,24,2025,7,Monday
2025-07-01,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,79,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,54,2025,7,Wednesday
2025-07-04,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,69,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,51,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,59,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,38,2025,7,Wednesday
2025-07-11,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,50,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,54,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,51,2025,7,Tuesday
2025-07-16,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,53,2025,7,Wednesday
2025-07-21,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,106,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,117,2025,7,Wednesday
2025-07-31,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Agendamentos,66,2025,7,Thursday
2025-07-01,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,5,2025,7,Tuesday
2025-07-04,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,37,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,16,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,11,2025,7,Tuesday
2025-07-11,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,40,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,11,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,16,2025,7,Tuesday
2025-07-21,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,16,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 10 dias,11,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,11,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Wednesday
2025-07-04,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,33,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,16,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,6,2025,7,Wednesday
2025-07-11,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,35,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,16,2025,7,Tuesday
2025-07-16,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,13,2025,7,Wednesday
2025-07-21,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,14,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL DO SERTAO CENTRAL,Quixeramobim,CIRURGIA GERAL,Pré 2 dias,33,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Agendamentos,5,2025,7,Tuesday
2025-07-08,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Agendamentos,1,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Agendamentos,3,2025,7,Wednesday
2025-07-14,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Agendamentos,5,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Agendamentos,10,2025,7,Wednesday
2025-07-31,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Agendamentos,4,2025,7,Thursday
2025-07-01,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 10 dias,4,2025,7,Tuesday
2025-07-04,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 10 dias,12,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 10 dias,5,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 10 dias,4,2025,7,Tuesday
2025-07-11,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 10 dias,1,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 10 dias,2,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 10 dias,4,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,4,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,4,2025,7,Wednesday
2025-07-04,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,4,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,6,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,5,2025,7,Wednesday
2025-07-11,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,8,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,4,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,5,2025,7,Tuesday
2025-07-16,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,4,2025,7,Wednesday
2025-07-21,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,2,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL NORTE,Sobral,CIRURGIA GERAL,Pré 2 dias,8,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,35,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,24,2025,7,Wednesday
2025-07-04,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,41,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,36,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,16,2025,7,Tuesday
2025-07-09,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,24,2025,7,Wednesday
2025-07-11,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,61,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,74,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,60,2025,7,Tuesday
2025-07-16,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,29,2025,7,Wednesday
2025-07-21,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,121,2025,7,Monday
2025-07-25,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,67,2025,7,Friday
2025-07-28,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,15,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,44,2025,7,Wednesday
2025-07-31,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Agendamentos,47,2025,7,Thursday
2025-07-01,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,11,2025,7,Tuesday
2025-07-04,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,21,2025,7,Friday
2025-07-07,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,10,2025,7,Monday
2025-07-08,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,10,2025,7,Tuesday
2025-07-11,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,22,2025,7,Friday
2025-07-14,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,10,2025,7,Monday
2025-07-15,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,9,2025,7,Tuesday
2025-07-21,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,9,2025,7,Monday
2025-07-25,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,25,2025,7,Friday
2025-07-28,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,11,2025,7,Monday
2025-07-30,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 10 dias,10,2025,7,Wednesday
2025-07-01,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 2 dias,11,2025,7,Tuesday
2025-07-02,HOSPITAL REGIONAL VALE DO JAGUARIBE,Limoeiro do Norte,CIRURGIA GERAL,Pré 2 dias,10,2025,7,Wednesday
